docId	sentId	word	lemma	label
S0012821X12004384-1405	0	;	;	O
S0012821X12004384-1405	0	Pross	Pross	O
S0012821X12004384-1405	0	and	and	O
S0012821X12004384-1405	0	Brinkhuis	Brinkhuis	O
S0012821X12004384-1405	0	2005	2005	O
S0012821X12004384-1405	0	;	;	O
S0012821X12004384-1405	0	Sluijs	sluijs	O
S0012821X12004384-1405	0	et	et	O
S0012821X12004384-1405	0	al	al	O
S0012821X12004384-1405	0	.	.	O
S0012821X12004384-1405	0	,	,	O
S0012821X12004384-1405	0	2005	2005	O
S0012821X12004384-1405	0	)	)	O
S0012821X12004384-1405	0	.	.	O
S0012821X12004384-1405	1	We	we	O
S0012821X12004384-1405	1	calculate	calculate	O
S0012821X12004384-1405	1	“	""""	O
S0012821X12004384-1405	1	%	%	O
S0012821X12004384-1405	1	low	low	O
S0012821X12004384-1405	1	salinity	salinity	O
S0012821X12004384-1405	1	dinoflagellate	dinoflagellate	O
S0012821X12004384-1405	1	cysts	cyst	O
S0012821X12004384-1405	1	”	""""	O
S0012821X12004384-1405	1	(	(	O
S0012821X12004384-1405	1	Figs	Figs	O
S0012821X12004384-1405	1	.	.	O
S0012821X12004384-1405	1	7–9	7–9	O
S0012821X12004384-1405	1	)	)	O
S0012821X12004384-1405	1	by	by	O
S0012821X12004384-1405	1	grouping	group	O
S0012821X12004384-1405	1	cysts	cyst	O
S0012821X12004384-1405	1	of	of	O
S0012821X12004384-1405	1	similar	similar	O
S0012821X12004384-1405	1	inferred	infer	O
S0012821X12004384-1405	1	ecologic	ecologic	O
S0012821X12004384-1405	1	preferences	preference	O
S0012821X12004384-1405	1	(	(	O
S0012821X12004384-1405	1	see	see	O
S0012821X12004384-1405	1	Fig	Fig	O
S0012821X12004384-1405	1	.	.	O
S0012821X12004384-1405	1	7	7	O
S0012821X12004384-1405	1	,	,	O
S0012821X12004384-1405	1	and	and	O
S0012821X12004384-1405	1	discussion	discussion	O
S0012821X12004384-1405	1	in	in	O
S0012821X12004384-1405	1	the	the	O
S0012821X12004384-1405	1	Supplementary	Supplementary	O
S0012821X12004384-1405	1	Material	Material	O
S0012821X12004384-1405	1	)	)	O
S0012821X12004384-1405	1	to	to	O
S0012821X12004384-1405	1	provide	provide	O
S0012821X12004384-1405	1	an	an	O
S0012821X12004384-1405	1	indication	indication	O
S0012821X12004384-1405	1	of	of	O
S0012821X12004384-1405	1	environmental	environmental	O
S0012821X12004384-1405	1	change	change	O
S0012821X12004384-1405	1	,	,	O
S0012821X12004384-1405	1	and	and	O
S0012821X12004384-1405	1	by	by	O
S0012821X12004384-1405	1	excluding	exclude	O
S0012821X12004384-1405	1	species	specie	O
S0012821X12004384-1405	1	of	of	O
S0012821X12004384-1405	1	uncertain	uncertain	O
S0012821X12004384-1405	1	affinity	affinity	O
S0012821X12004384-1405	1	such	such	O
S0012821X12004384-1405	1	as	as	O
S0012821X12004384-1405	1	Apectodinium	Apectodinium	O
S0012821X12004384-1405	1	.	.	O
S0012821X12004384-1405	2	Samples	sample	O
S0012821X12004384-1405	2	with	with	O
S0012821X12004384-1405	2	fewer	few	O
S0012821X12004384-1405	2	than	than	O
S0012821X12004384-1405	2	20	20	B-Quantity
S0012821X12004384-1405	2	specimens	specimen	O
S0012821X12004384-1405	2	were	be	O
S0012821X12004384-1405	2	also	also	O
S0012821X12004384-1405	2	excluded	exclude	O
S0012821X12004384-1405	2	.	.	O
S0012821X12004384-1405	3	Despite	despite	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	limitations	limitation	O
S0012821X12004384-1405	3	of	of	O
S0012821X12004384-1405	3	this	this	O
S0012821X12004384-1405	3	method	method	O
S0012821X12004384-1405	3	,	,	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	large	large	O
S0012821X12004384-1405	3	variation	variation	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	%	%	O
S0012821X12004384-1405	3	low	low	O
S0012821X12004384-1405	3	salinity	salinity	O
S0012821X12004384-1405	3	dinoflagellate	dinoflagellate	O
S0012821X12004384-1405	3	cysts	cyst	O
S0012821X12004384-1405	3	(	(	O
S0012821X12004384-1405	3	ranging	range	O
S0012821X12004384-1405	3	from	from	O
S0012821X12004384-1405	3	0	0	B-Quantity
S0012821X12004384-1405	3	%	%	I-Quantity
S0012821X12004384-1405	3	to	to	I-Quantity
S0012821X12004384-1405	3	80	80	I-Quantity
S0012821X12004384-1405	3	%	%	I-Quantity
S0012821X12004384-1405	3	)	)	O
S0012821X12004384-1405	3	clearly	clearly	O
S0012821X12004384-1405	3	indicates	indicate	O
S0012821X12004384-1405	3	that	that	O
S0012821X12004384-1405	3	significant	significant	O
S0012821X12004384-1405	3	environmental	environmental	O
S0012821X12004384-1405	3	changes	change	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	surface	surface	O
S0012821X12004384-1405	3	water	water	O
S0012821X12004384-1405	3	conditions	condition	O
S0012821X12004384-1405	3	occurred	occur	O
S0012821X12004384-1405	3	during	during	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	CIE	CIE	O
S0012821X12004384-1405	3	onset	onset	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	central	central	O
S0012821X12004384-1405	3	North	North	O
S0012821X12004384-1405	3	Sea	Sea	O
S0012821X12004384-1405	3	,	,	O
S0012821X12004384-1405	3	and	and	O
S0012821X12004384-1405	3	is	be	O
S0012821X12004384-1405	3	supported	support	O
S0012821X12004384-1405	3	by	by	O
S0012821X12004384-1405	3	coeval	coeval	O
S0012821X12004384-1405	3	changes	change	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	sedimentary	sedimentary	O
S0012821X12004384-1405	3	carbon	carbon	O
S0012821X12004384-1405	3	/	/	O
S0012821X12004384-1405	3	nitrogen	nitrogen	O
S0012821X12004384-1405	3	(	(	O
S0012821X12004384-1405	3	C	C	O
S0012821X12004384-1405	3	/	/	O
S0012821X12004384-1405	3	N	N	O
S0012821X12004384-1405	3	)	)	O
S0012821X12004384-1405	3	ratio	ratio	O
S0012821X12004384-1405	3	(	(	O
S0012821X12004384-1405	3	Fig	Fig	O
S0012821X12004384-1405	3	.	.	O
S0012821X12004384-1405	3	10	10	O
S0012821X12004384-1405	3	)	)	O
S0012821X12004384-1405	3	which	which	O
S0012821X12004384-1405	3	reflects	reflect	O
S0012821X12004384-1405	3	changes	change	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	proportion	proportion	O
S0012821X12004384-1405	3	of	of	O
S0012821X12004384-1405	3	terrestrial	terrestrial	O
S0012821X12004384-1405	3	/	/	O
S0012821X12004384-1405	3	marine	marine	O
S0012821X12004384-1405	3	organic	organic	O
S0012821X12004384-1405	3	material	material	O
S0012821X12004384-1405	3	deposited	deposit	O
S0012821X12004384-1405	3	in	in	O
S0012821X12004384-1405	3	the	the	O
S0012821X12004384-1405	3	North	North	O
